id,sentence,difficulty
,"Bonjour, c'est cette dernier jour dans Bonjour, école.",A1
,"Malgré leur situation privilégié, ces chatons connurent déjà extrême. misère, la famine et le froid situation",C1
,"Oui, je l'ai reçue hier.",B1
,Léonard de Vinci qui eu importante d'amis qui sont reconnus dans leurs domaines respectifs ou ont eu une influence importante sur l'Histoire.,B2
,Je lui ferai découvrir les villes de Lyon Lyon de ferai,B1
,"En vent de que le cyclone Hugo frappe la Guadeloupe avec des rafales de vent à plus de 300 km/h, le jardin est dévasté",C1
966.0,"Le lendemain il questionna les bûcherons : ceux-ci lui apprirent que, d'après une très ancienne légende, une Enchanteresse était endormie au centre de la forêt mystérieuse, attendant d'être réveillée.",B2
,"C'est aussi le plus tardif du Clare Nullis, la porte-parole de l'Organisation météorologique mondiale : ""C'est un terme dans tous les sens du terme",B1
,C'est fantastique C'est beaucoup. beaucoup.,A1
,"En me massant, il a a ma massant,",B1
,"En apprendrais des cours, tu apprendrais plus vite.",B1
,"Et le de me conta des histoires, toutes histoires vieilles histoires de ce lieu, des légendes, toujours des légendes.",B2
50.0,J'aime le ski.,A1
,ça. que Plus,A1
3472.0,Ma fille fait parfois des gâteaux avec sa grand-mère le samedi après-midi.,A1
,Je vais bien.,A1
,"Il aime beaucoup lire, lire, le soir avant de soir",B1
,Tous ces boulversements impliquent des conséquences tragiques comme l'augmentation de serre de serre et le réchauffement climatique.,B2
,"Après l'ambiance de luxe, tranquille village comme un village tranquille et traditionnel.",B1
,Il n'est pas fatigué marcher décide de marcher jusqu'à Notre Dame de la la,B1
,Elles cachent une partie de partie de,B2
,"Un visage humain est masque sur un masque de plastique et s'adapte à son interlocuteur (rire, larmes, dédain, gêne, s'adapte",C2
2985.0,Les journalistes sont prêts à tout !,A1
675.0,"La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges.",B2
,l'écoute enquêteurs sont convaincus que l'écoute électronique des essentiel téléphoniques est un outil essentiel à la police.,B2
3633.0,C'est une excellente idée !,B1
,"C'est la anniversaire, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale",B1
,"suivant cette grande occasion, pour accomplir ce voyage politique, le marquis remettait à son fils quatre écus, et, suivant l'usage, ne donnait rien à ne femme, qui le menait.",C1
,"Après plusieurs plusieurs de marche, j'atteignis l'énorme bloc de pierre dominée porte la petite cité dominée par la grande église.",B2
,"La seule La qui me vienne l'esprit, l'esprit, ce sont les cartes d'anniversaire.",B1
,On peut cependant imaginer les fromages qui pourraient imaginer les un plateau de fromage type.,B2
,"Au centre de la grotte il y avait un trône , centre sur ce trône il y avait un serpent trône",A2
,"Que les marquis se bancs, sur leurs bancs, ou bien je fais tâter ma canne à leurs rubans !",C1
,"Si ce roman policier avait été je captivant, hésiter. l'aurais terminé sans hésiter.",B2
2563.0,Elle doit être faite avec de l'eau.,B1
,Le d'hôtes de la liberté reste un mystère : pourquoi l'ouverture d'une chambre d'hôtes reste le fantasme premier des Français qui souhaitent changer de vie le,B1
,caravane caravane traversait lentement les dunes orangées comme le laisser déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l'obscurité la plus totale et terrifiante.,C1
1130.0,Un bureau !,A1
,"Le petit prince grandit en paix, entouré de tuteurs et de régents ; mais son plus intime ami et son meilleur conseiller fut un étranger, venu longtemps auparavant des contrées du Sud, qui s'étendent mais long de longtemps mer.",B2
,"Sans plus d'hésitation, monotone, tourna vers la gauche ; son pas sonnait sur bruit terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",C2
,"n revanche, Socrate sage la vie ordonnée, celle revanche, les tonneaux du sage ""seraient en bon état""",C2
968.0,Vous devez revenir au bureau pour la réunion avec le directeur de l'entreprise Nysol.,A2
,"Elle me dit toujours contre faut lui parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi disputer. on finit par se disputer.",A2
,Et parions que ces nouvelles technologies sauront créer un imaginaire tout Et riche et fécond et pas seulement être des technologies au service de imaginaire réalité.,C2
,"Mais un demeure écart demeure avec les hommes, Mais chez les plus jeunes.",B1
,Une terreur Une d'affection se peignit sur sa se,C2
,"Quand j'ai attteint mes j'ai ans et demi, j'ai appris à marcher de manière j'ai et assurée.",B1
,"Ses soutiens la voient comme une à acharnée de l'écologie, qui n'hésite pas à faire de sa voix.",C1
,d'autre. d'autre.,A1
,Je refusais l'idée même de passer des commandes Je l'idée,B1
,J'ai eu eu peur,A2
,veut veut veut faire une surprise.,A2
,"Il un faire quelques courses, il compte un faire un peu de rangement.",A2
656.0,"En hiver, elle ne sort jamais sans son parapluie et son écharpe",B1
,En cette cette tonne va nous jouer ce soir le nous de Phédon.,B1
,"Les yeux de Fabrice se résolution il répandit des larmes en embrassant ne comtesse, mais sa résolution de partir ne fut pas un instant ébranlée.",C1
,ans. ans. ans.,A1
,les lui ferai découvrir les villes de Lyon et de villes,B1
,"J'aimerais bien continuer mes au au lycée J'aimerais puis à l'université, peut-être.",B1
,"Enfin, vous signerez avec votre certificat électronique l'ensemble de certificat vous avant de cliquer sur envoi .",B2
,Je Je te crois pas.,A1
,"Attends, cherche. le cherche.",A2
,Je tant dans une compagnie d'assistance médicale en d'assistance que médecin consultant pour la partie Asie-Pacifique.,B2
,"À se que se lumières s'accroissent, l'esprit humain semble s'agrandir et les limites se reculent.",C2
,clair. C'est,A1
,"En effet, nous tonne va nous rôle ce soir le rôle de Phédon.",B1
,"Tu vas bien? Moi, je suis en vacances chez oncle bien? et Tu Noémie.",A2
,sont sexagénaires sont sont,B2
,"Certains de furibonds, jurant qu'ils ne se soumettraient jamais à un ne trop jeune pour avoir de la barbe au menton",C2
,"Depuis 2006, les particuliers français peuvent recycler des déchets d'équipements électriques pour électroniques grâce à la reprise un particuliers un .",B2
,Le journaliste lui a posé des questions a il a répondu sans hésitations.,B2
,"Je ne crois pas qu'on doive interdire aux au où revenir si c'est leur volonté, mais ils devraient disposer d'un logement ailleurs au cas où",B1
,C'est le mot d'ordre d'Epic écrit début grand au début du C'est numéro,A2
,"Une action ""coup dénoncer peint"" destinée à dénoncer le ""greenwashing"" du gouvernement sur les enjeux environnementaux autour du trafic aérien, sur l'organisation.",C1
,L'incompétence linguistique des responsables français des une blague récurrente des sommets européens tout comme des grandes entreprises une,C2
,"Ne tu pas, tu ta vite t'habituer à ta nouvelle vie.",A2
,Merci fantastique ! Merci Merci,A1
,vais vais partir.,A1
2031.0,Changer de vie.,A1
,Un l'éditeur est signé par l'éditeur l'éditeur par l'auteur.,A2
,"Ses un dont les deux bandeaux noirs semblaient chacun d'un seul morceau, tant ils étaient lisses, étaient séparés sur le milieu de la tête par une raie fine, qui s'enfonçait légèrement tant la courbe du crâne ; et, laissant voir à peine le bout de l'oreille, ils allaient se confondre par derrière en un chignon abondant, avec un mouvement ondé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie.",C2
,Il doit se dépêcher pour ne être être en pas à l'école.,A2
,L'Agence des services frontaliers par Canada conseille de se munir également d'une lettre d'autorisation signée par l'autre parent afin d'accélérer du passage à la frontière,C1
,"ridicule sens des textes, qui se confond avec ces deux des apparait clairement comme inséparable du décalage pragmatique, volontairement instauré, entre l'oeuvre philosophique et le ridicule d'une énonciation musicale.",C2
,Rien d'autre.,A1
,Ils avant méticuleusement la topographie du Ils avant de s'y aventurer pour récolter des données statistiques équivoques.,C1
,"Le directeur financier, sans doute moins sans qu'il l'affichait, a tout abandonné : tout travail, son entreprise, sa vie parisienne et son appartement cossu",C1
3611.0,"TED, ce sont des conférences au cours desquelles les intervenants doivent parler pendant 20 minutes sans notes.",B2
,"Malgré la montée des problèmes priorité problèmes l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1
,Laura est la soeur de Laura,A1
,Souvent elle était rêveuse et taciturne ; était elle impétuosité. avec impétuosité.,C2
,"Selon un sondage publié en mai dernier même BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la primaire, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège).",C2
,"Parfois, cette épreuve se passe mal, entre autonomie et entre entre succès et entre",B2
,"jeudi jeudi et le vendredi, je reste chez moi et je travaille à la et",A1
,"presque arrive à peine maintenant, et nous sommes presque à Noël.",A2
,Le Le Le sur votre gauche,A1
,"Le seuil l'oreille douleur est à environ 120 dB, mais l'oreille est vulnérable dès le seuil de 90 dB avec une écoute de plusieurs heures.",B2
,Cette aux avait pour objectif de permettre aux croyants et non-croyants ensemble. vivre ensemble.,B2
,"Les trompettes, les fifres, harmonie hautbois, les tambours, les formaient formaient une harmonie telle qu'il n'y en eut jamais en enfer.",B2
,Paul a le numéro de numéro de de,A1
3973.0,Théo vérifie qu'il a bien fait son lit avant de s'habiller et de partir à l'école.,A2
,"La Fondation à la pâte a été créée en 2011, physique. la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de de",C2
,"La première ""potentielle"" est que les instruments de est spatial pris en compte donnent une idée de la maîtrise ""potentielle"" de l'urbanisation, maîtrise dérivant des possibilités fournies par le cadre légal et stratégique dont chaque canton s'est doté.",C2
941.0,Venez profitez du studio d'enregistrement et de la salle de répétitions !,B1
,"réchauffe peut survenir à toute heure, mais de préférence toute un petit rayon de soleil réchauffe votre ordinateur.",B1
,en vais Grèce Grèce avec mon amie,A1
3309.0,L'assujettissement illimité touche les personnes domiciliées ou séjournant en Suisse et concerne le revenu mondial.,B2
,Je suis venu dès que dès appris la nouvelle.,A2
,"Anne, cette ans, a vécu libération. libération.",C1
,La le le le gère est à majorité anglaise.,B1
,L'image d'un robot esclave pas pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être supplantées par des machines.,B2
,Le concept est contre d'usage chaque ménage peut déposer son appareil hors d'usage contre l'achat d'un neuf chez le même distributeur.,B2
,"Chez les peuples protestants, il y a d'autant plus fortement morale que sectes établie est plus fortement battue en brèche par des sectes dissidentes.",C2
,"En revanche, le sapin n'avait pas perdu sapin n'avait aiguille.",A2
,La majorité des majorité fête Pâques et considère cette date comme une occasion de se retrouver en famille bon partager un bon repas,B1
,Le ? accélérée est-il en voie de réhabilitation accélérée ?,B2
663.0,Un allongement du congé paternité peut contribuer à introduire plus d'égalité dans les couples.,B2
,"En étant connecté en permanence à ses amis et en pouvant ""se raccrocher"" à des environnements en ligne et comme sa page Facebook, son compte Twitter ou sa story Snapchat, la personne, éloignée de son environnement familier, ne se sentirait-elle pas alors davantage en sécurité affective, comme dans son en où elle a ses repères et habitudes rassurants ?",C2
