id,sentence,difficulty
,"Elle s'est elle elle s'est reposée, elle s'est amusée",A1
,"A 50-55 deuxième un la deuxième vie adulte, à laquelle il faudra donner un nom, un statut, un contenu.",C1
,"L'absence d'ivrognerie rend praticables les plus basses classes de Constantinople, les les Orientaux ont une dignité naturelle inconnue chez plus",C1
,"Aussitôt que le registre commerce commerce aura reçu le dossier de modification, la plate-forme vous modification, une réponse électronique appelée accusé de réception .",B2
3235.0,C'est très simple !,A1
,"Le Conseil constitutionnel français a donc une grande français sur l'ensemble des institutions françaises, mais cette autorité est autorité au champ du contrôle de constitutionnalité.",B2
,Ils glaçons. de l'eau des des glaçons.,A1
,"Comme au judaïsme, ""jouissance lui oppose l'idée sanctifiée"". ""jouissance sanctifiée"".",C2
,"Hier, j'ai lu un peu Hier, j'ai j'ai sur le divan en cuir.",A2
,Cette réaction à difficile à réaliser car il faut rapprocher deux noyaux qui ont repousser. naturellement à se repousser.,C1
,"En même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à façonner façonner la société policée de l'Europe continentale dans même dans une certaine mesure de l'Angleterre.",C2
,"Si vous rencontrez ma soeur, dîtes lui que je viendrai rencontrez voir dîtes",B1
,J'ai J'ai de bons souvenirs J'ai,A2
3891.0,La pluie vient arroser les champs et sauve ainsi la colonie d'un grand malheur,B2
,"Elle évoque un autre dans : ""Encore aujourd'hui, certains pensent qu'un différentes élevé dans deux langues différentes réussit moins bien à l'école.",B1
,"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux pratiques à tout l'internat contre rétribution, ce qui dans les quantités de provisions et d'objets illégaux qui dans son placard.",C1
,Je trouve inadmissible que le directeur ne tienne pas Je promesses,B1
,Je promène le chien de en voisine qui est en vacances.,A1
,Je vais vais occuper.,A2
,"Pour Descartes, cette Descartes, d'indifférence, bien que considérée comme ""le plus bas degré de la liberté"", témoigne en même temps d'un pur libre arbitre qui apparente l'homme à Dieu d'indifférence, quatrième)",C2
,"En attendant, pour le je je vous En notre nouveau cuisinier.",B1
4601.0,Est-ce que tu comprends?,A1
,Ils préfèrent alors rester à la maison maison profitent du temps libre pour visiter leurs familles ou à balader en ville,B1
,"Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou, mieux encore, sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, tout me et desséché dans ma caisse pour , et elle me trouveront moins succulent alors, et bien fait pour elles, et je m'en régale déjà.",C2
,Simone Simone exercer sa voix pour rester doit,B2
,Quelle est votre ville ? ?,A1
,"Pour être naturalisé, il et remplir un dossier et remplir certaines conditions.",B2
4751.0,"Les langues sont un système de signes, constitués en lexique, pour construire des énoncés",C2
,Une foule se forme à la sortie du théâtre et se lance dans une série de mises à sac de demeures appartenant à des représentants de l'autorité avant avant d'être réprimée dans le sang par l'infanterie,A2
,C'est un fait inquiétant qu'on constate dans toutes les des européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites un,B1
,"Dans Dans les cas, l'un des conjoints était belge, l'autre étant italien, marocain ou étant",B2
,! j'adresse un défi collectif au défi !,B2
,Il Il très très,A2
,"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui désire un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière début, l'intérêt, et terminant si complètement l'histoire racontée qu'on ne désire plus savoir ce que deviendront, le lendemain, les personnages les plus attachants.",C1
,tellement auteur tellement lu pour sa sa impertinente propose aussi,C2
,"Aussitôt que le registre du commerce aura reçu le dossier de modification, la enverra vous enverra . réponse électronique appelée accusé de réception .",B2
,Je ne sais pas ; pas beaucoup ; ; pas assez en tout Je,A2
,"Comme l'enfant séparé de sa mère trouve dans son ""doudou"" moyen moyen se se rassurer, le smartphone, objet transitionnel, ne permettrait-il pas de lutter contre les frustrations et affects négatifs provoqués par le monde social ?",C2
,"Les uns, les pires et dont elle s'était débarrassé les premiers, étaient ceux qui lui conseillaient de ne pas ""s'écouter"" et professaient, fût-ce négativement et en ne la manifestant que par certains silences de désapprobation ou par certains sourires de doute, au doctrine subversive qu'une petite promenade au soleil et un bon bifteck saignant (quand elle et quatorze heures sur l'estomac deux méchantes gorgées d'eau de Vichy !) lui feraient plus de bien que son lit et ses médecines.",C2
,aujourd'hui? faire faire,A1
,"Elle attachait le plus Elle prix à la régularité de la conduite, précisément parce que la sienne à pas régulière suivant les notions reçues.",C2
,Le 24 décembre le le jour Le réveillon,B2
,Statistiquement le risque de transmission de maladies infectieuses est transmission plus élevé dans certaines transmission,C1
,Je suis suis,A1
,"Quand le joueurs eurent terminé le match, ils prirent une joueurs énergisante.",B2
,"Cette gaieté italienne, pleine de brio et d'imprévu, faisait oublier la tristesse sombre que sombre regards du marquis et de répandaient fils aîné répandaient autour d'eux à Grianta.",C1
,"Les républicains se disaient outrés Bernie d'anciens commentaires les visant nommément, nommément, que des progressistes proches de Bernie Sanders la jugeaient trop centriste.",B2
,les que ça renforce vraiment les interactions entre les enseignants interactions les élèves.,B2
,"Longtemps, d'obligations fut une une remplie d'obligations sociales.",C1
,Mais je pense qu'il pense beaucoup.,A2
,"La taille des ménages est à cet égard un facteur important: les ménages issus de la migration, qui de en général plus en doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages non issus de la migration.",C1
,"Des paysans et des ; le plaid sur l'épaule, chantaient tous ensemble une chanson de au ; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses deux bras ; un autre parut ; ils s'en allèrent, et les chasseurs reprirent.",C2
,"Ce qui équivaut à dire que si vous pouviez atteindre atteindre profondeur dans l'océan, chaque centimètre carré de la la de votre corps subirait une pression de mille kilogrammes.",B2
,Mon petit frère a pris le bus avec pour aller jouer au football avec ses Mon,A2
,Je ne me le demandé. jamais le,A2
,Les grands artistes imposent ceux qui grands à l'humanité leur illusion particulière.,C1
,La liberté illusion une La,C2
,Le est de court séjour est délivré pour 3 mois délivré plus,C1
,Marc n'est pas très pas,A1
,"À midi, c'est l'heure l'heure c'est",A2
,"Ô chants dans l'auto qui vers elle me mènera, vers elle qui m'attendra, vers si longs cils étoilés, ô son regard lorsque j'arriverai, elle sur le seuil m'attendant, élancée et de blanc vêtue, prête et belle pour moi, prête et craignant d'abîmer sa beauté si je tarde, et allant voir sa beauté dans la glace, voir si sa beauté est toujours là et parfaite, puis revenant Dieu. le seuil et m'attendant en amour, émouvante sur le seuil et sous les roses, ô tendre nuit, ô jeunesse revenue, ô merveille lorsque je serai devant elle, ô son regard, ô notre amour, et elle s'inclinera sur ma main, ô merveille de son baiser sur ma main, et elle relèvera la tête et nos regards s'aimeront et nous sourirons de tant nous aimer, toi et moi, et gloire à Dieu.",C2
,Il fumer interdit de fumer,A2
4257.0,"Et chaque fois que je sentais son grand souffle chaud sur mon visage, je serrais les dents, je fermais les poings dans les poches de mon pantalon, je me tendais tout entier pour triompher du soleil et de cette ivresse opaque qu'il me déversait.",C2
587.0,Notre héros croyait tous les Français profondément émus comme lui de l'extrême danger que courait la patrie.,B2
,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans l'entourage un Françoise et dans sa vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels vouloir qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",C2
,"Il n'est guère étonnant, dès lors, que la bifurcation professionnelle et le professionnelle prennent des allures de conversion prennent .",C1
,"Apolitique et adialectique, cet univers d'objets n'admet n'admet que l'homme que à la nature, jamais à d'autres hommes.",C2
,Dix une de fidélité avaient inspiré à M. de P *** une confiance entière ; il laissait à de la plus grande liberté.,C2
4138.0,"Quand il arriva près de la maison il vit un monsieur à la porte, et il entendit qu'il disait à la femme : ""Ma bonne femme, votre mari est-il chez lui ?"" ""Non monsieur,"" répondit la femme.",A2
,Le frime la frime Le critiqués.,B2
,"je que je vous sers, mesdemoiselles vous",A1
,"Aussitôt le prince manda près de lui les meilleurs et les plus manda parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",B2
,Monet peignit ce portrait emplit de lourd peignit lourd de symbolisme.,C1
,et et bonne bonne,A1
,combien combien combien temps?,A2
,"Quand vous voyez toutes ces blessures, tous toutes dégâts occasionnés par un cyclone, vous monumental",C1
,"Ainsi, en cinquante pour ""la quantité d'aliments disponible pour chaque habitant de la passée, est passée, en moyenne, de 2 320 à 2 800 kilocalories par jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",C1
,Cette épée brûlante rongeait mes cils et fouillait mes douloureux. fouillait,C2
,"La raison invoquée : la mise en péril du mode de vie ancestral activités peuple Inuit, du fait provoqués changements climatiques provoqués par les activités humaines.",C1
,Un lieu plutôt réservé aux repas en famille ou plutôt amis.,B1
2318.0,Mais cette initiative suscite par ailleurs beaucoup de réticences.,C2
,sommes préfère quand arrondies sommes ne sont pas arrondies,A2
,"Par crainte des représailles, les contestataires ont Par moins nombreux mardi rues. les rues.",B2
,"Ca va, merci. Et Ca ?",A1
,"Certes, l'individu, actif et volontaire, est le seul initiateur le sa reconversion.",C1
,"Dans le cadre des recherche en sociolinguistique urbaine, s'intéressant aux parlers de jeunes en parcours d'insertion sociale et professionnelle, évoluant au sein de centres de formation, nous nous sommes interrogées sur la construction et l'hétérogénéité des interactions dans le cadre de situations de communication données, dont aux la diversité des corpus recueillis.",C2
,"Mon ordinateur ne fonctionne plus, fonctionne dois le fonctionne",A1
