id,sentence,difficulty
464,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
465,Elle mange souvent des fruits au petit déjeuner.,B1
466,Elle mange souvent des fruits au petit déjeuner.,B2
467,Le chat dort sur le sofa.,A1
468,Le chat dort sur le sofa.,B2
469,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
470,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
471,Elle mange souvent des fruits au petit déjeuner.,B1
472,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
473,Elle mange souvent des fruits au petit déjeuner.,B2
474,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
475,Elle mange souvent des fruits au petit déjeuner.,B1
476,"Quand j'étais petit, j'allais à l'école à pied.",C1
477,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
478,Le chat dort sur le sofa.,C1
479,Elle mange souvent des fruits au petit déjeuner.,B2
480,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
481,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
482,Elle mange souvent des fruits au petit déjeuner.,B1
483,Le chat dort sur le sofa.,B1
484,Le chat dort sur le sofa.,A1
485,Elle mange souvent des fruits au petit déjeuner.,B1
486,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
487,Le chat dort sur le sofa.,A2
488,Elle mange souvent des fruits au petit déjeuner.,A2
489,Elle mange souvent des fruits au petit déjeuner.,A1
490,Elle mange souvent des fruits au petit déjeuner.,A1
491,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
492,Le chat dort sur le sofa.,C1
493,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
494,"Quand j'étais petit, j'allais à l'école à pied.",B1
495,Le chat dort sur le sofa.,C1
496,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
497,Le chat dort sur le sofa.,A1
498,"Quand j'étais petit, j'allais à l'école à pied.",B1
499,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
500,Elle mange souvent des fruits au petit déjeuner.,B2
501,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
502,"Quand j'étais petit, j'allais à l'école à pied.",B1
503,"Quand j'étais petit, j'allais à l'école à pied.",C1
504,Le chat dort sur le sofa.,B2
505,Le chat dort sur le sofa.,B2
506,Elle mange souvent des fruits au petit déjeuner.,B2
507,Le chat dort sur le sofa.,A1
508,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
509,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
510,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
511,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
512,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
513,Le chat dort sur le sofa.,A2
514,Le chat dort sur le sofa.,A1
515,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
516,"Quand j'étais petit, j'allais à l'école à pied.",A2
517,"Quand j'étais petit, j'allais à l'école à pied.",B1
518,"Quand j'étais petit, j'allais à l'école à pied.",A2
519,Elle mange souvent des fruits au petit déjeuner.,A1
520,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
521,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
522,Elle mange souvent des fruits au petit déjeuner.,B1
523,"Quand j'étais petit, j'allais à l'école à pied.",B2
524,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
525,Elle mange souvent des fruits au petit déjeuner.,B2
526,Le chat dort sur le sofa.,A2
527,"Quand j'étais petit, j'allais à l'école à pied.",A2
528,Elle mange souvent des fruits au petit déjeuner.,C1
529,Le chat dort sur le sofa.,A1
530,"Quand j'étais petit, j'allais à l'école à pied.",B1
531,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
532,"Quand j'étais petit, j'allais à l'école à pied.",B2
533,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
534,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
535,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
536,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
537,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
538,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
539,Le chat dort sur le sofa.,B1
540,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
541,Elle mange souvent des fruits au petit déjeuner.,A2
542,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
543,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
544,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
545,Elle mange souvent des fruits au petit déjeuner.,C1
546,Elle mange souvent des fruits au petit déjeuner.,B2
547,"Quand j'étais petit, j'allais à l'école à pied.",A1
548,Le chat dort sur le sofa.,A1
549,Le chat dort sur le sofa.,B2
550,Le chat dort sur le sofa.,B1
551,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
552,Le chat dort sur le sofa.,A2
553,"Quand j'étais petit, j'allais à l'école à pied.",A1
554,"Quand j'étais petit, j'allais à l'école à pied.",A1
555,Le chat dort sur le sofa.,B2
556,Elle mange souvent des fruits au petit déjeuner.,B2
557,"Quand j'étais petit, j'allais à l'école à pied.",B1
558,Elle mange souvent des fruits au petit déjeuner.,A1
559,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
560,"Quand j'étais petit, j'allais à l'école à pied.",C1
561,Elle mange souvent des fruits au petit déjeuner.,A2
562,Le chat dort sur le sofa.,A2
563,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
564,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
565,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
566,Le chat dort sur le sofa.,A1
567,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
568,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
569,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
570,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
571,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
572,Elle mange souvent des fruits au petit déjeuner.,A2
573,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
574,Elle mange souvent des fruits au petit déjeuner.,C1
575,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
576,"Quand j'étais petit, j'allais à l'école à pied.",A1
577,"Quand j'étais petit, j'allais à l'école à pied.",A2
578,"Quand j'étais petit, j'allais à l'école à pied.",A2
579,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
580,Elle mange souvent des fruits au petit déjeuner.,B1
581,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
582,Le chat dort sur le sofa.,A1
583,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
584,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
585,"Quand j'étais petit, j'allais à l'école à pied.",C1
586,"Quand j'étais petit, j'allais à l'école à pied.",C1
587,Elle mange souvent des fruits au petit déjeuner.,B1
588,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
589,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
590,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
591,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
592,"Quand j'étais petit, j'allais à l'école à pied.",C1
593,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
594,Le chat dort sur le sofa.,A2
595,"Quand j'étais petit, j'allais à l'école à pied.",B1
596,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
597,Elle mange souvent des fruits au petit déjeuner.,B1
598,"Quand j'étais petit, j'allais à l'école à pied.",B2
599,Elle mange souvent des fruits au petit déjeuner.,B2
600,"Quand j'étais petit, j'allais à l'école à pied.",A2
601,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
602,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
603,Elle mange souvent des fruits au petit déjeuner.,C1
604,"Quand j'étais petit, j'allais à l'école à pied.",B2
605,Elle mange souvent des fruits au petit déjeuner.,C1
606,"Quand j'étais petit, j'allais à l'école à pied.",A2
607,"Quand j'étais petit, j'allais à l'école à pied.",C1
608,Le chat dort sur le sofa.,B2
609,Le chat dort sur le sofa.,B1
610,Le chat dort sur le sofa.,A1
611,Elle mange souvent des fruits au petit déjeuner.,C1
612,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
613,"Quand j'étais petit, j'allais à l'école à pied.",B1
614,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
615,Le chat dort sur le sofa.,C1
616,Elle mange souvent des fruits au petit déjeuner.,B2
617,Elle mange souvent des fruits au petit déjeuner.,A1
618,Elle mange souvent des fruits au petit déjeuner.,A1
619,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
620,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
621,Le chat dort sur le sofa.,B2
622,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
623,Le chat dort sur le sofa.,B2
624,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
625,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
626,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
627,Le chat dort sur le sofa.,B2
628,"Quand j'étais petit, j'allais à l'école à pied.",A2
629,Le chat dort sur le sofa.,B2
630,"Quand j'étais petit, j'allais à l'école à pied.",A2
631,Elle mange souvent des fruits au petit déjeuner.,A2
632,Elle mange souvent des fruits au petit déjeuner.,B2
633,Le chat dort sur le sofa.,C1
634,"Quand j'étais petit, j'allais à l'école à pied.",B2
635,"Quand j'étais petit, j'allais à l'école à pied.",A2
636,"Quand j'étais petit, j'allais à l'école à pied.",B1
637,Elle mange souvent des fruits au petit déjeuner.,B1
638,Le chat dort sur le sofa.,A1
639,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
640,"Quand j'étais petit, j'allais à l'école à pied.",C1
641,"Quand j'étais petit, j'allais à l'école à pied.",A2
642,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
643,Le chat dort sur le sofa.,B2
644,"Quand j'étais petit, j'allais à l'école à pied.",C1
645,Le chat dort sur le sofa.,B1
646,"Quand j'étais petit, j'allais à l'école à pied.",A2
647,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
648,"Quand j'étais petit, j'allais à l'école à pied.",A1
649,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
650,Le chat dort sur le sofa.,A1
651,"Quand j'étais petit, j'allais à l'école à pied.",B2
652,Elle mange souvent des fruits au petit déjeuner.,A2
653,Elle mange souvent des fruits au petit déjeuner.,A1
654,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
655,Elle mange souvent des fruits au petit déjeuner.,B1
656,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
657,Elle mange souvent des fruits au petit déjeuner.,C1
658,Elle mange souvent des fruits au petit déjeuner.,C1
659,Elle mange souvent des fruits au petit déjeuner.,B1
660,"Quand j'étais petit, j'allais à l'école à pied.",C1
661,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
662,Le chat dort sur le sofa.,C1
663,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
664,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
665,"Quand j'étais petit, j'allais à l'école à pied.",B1
666,"Quand j'étais petit, j'allais à l'école à pied.",B1
667,Elle mange souvent des fruits au petit déjeuner.,B2
668,Elle mange souvent des fruits au petit déjeuner.,C1
669,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
